lockfile,package,version,decision,reason,parents,advisory_ids,advisory_action
Cargo.lock,dunce,1.0.5,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-lc-sys@0.44.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,dyn-clone,1.0.20,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,schemars@1.2.2,,No OSV match on audit date; not a safety guarantee
Cargo.lock,ecdsa,0.16.9,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,p256@0.13.2; p384@0.13.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,ed25519,2.2.3,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,ed25519-dalek@2.2.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,ed25519-dalek,2.2.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,jsonwebtoken@10.4.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,either,1.16.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,bytes-utils@0.1.4; sqlx-core@0.8.6; sqlx-macros-core@0.8.6; sqlx-mysql@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,elliptic-curve,0.13.8,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,ecdsa@0.16.9; p256@0.13.2; p384@0.13.1; primeorder@0.13.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,equivalent,1.0.2,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,hashbrown@0.15.5; hashbrown@0.17.1; indexmap@2.14.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,errno,0.3.14,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,rustix@1.1.4; signal-hook-registry@1.4.8,,No OSV match on audit date; not a safety guarantee
Cargo.lock,etcetera,0.8.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx-postgres@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,event-listener,5.4.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx-core@0.8.6,RUSTSEC-2026-0221,Review affected use and update parent/lock
Cargo.lock,fastrand,2.5.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-config@1.11.0; aws-runtime@1.9.1; aws-sdk-lambda@1.142.0; aws-sdk-s3@1.144.0; aws-sdk-sts@1.113.0; aws-smithy-runtime@1.14.0; tempfile@3.27.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,ff,0.13.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,elliptic-curve@0.13.8; group@0.13.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,fiat-crypto,0.2.9,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,curve25519-dalek@4.1.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,filetime,0.2.29,Keep,Restores cache symlink timestamps. std::fs file-time APIs are not a complete substitute for set_symlink_file_times. Current version is current.,scope-runner-runtime@0.1.0; tar@0.4.46,,No OSV match on audit date; not a safety guarantee
Cargo.lock,find-msvc-tools,0.1.9,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,cc@1.2.65,,No OSV match on audit date; not a safety guarantee
Cargo.lock,flate2,1.1.9,Keep,Reads gzip Git HTTP requests. Keep decompression limits in Scope and the codec upstream. Routine patch update to 1.1.10.,api@0.1.0; compression-codecs@0.4.38; posthog-rs@0.24.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,flume,0.11.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx-sqlite@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,fnv,1.0.7,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,darling_core@0.20.11; h2@0.3.27; h2@0.4.19; http@0.2.12,,No OSV match on audit date; not a safety guarantee
Cargo.lock,foldhash,0.1.5,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,hashbrown@0.15.5,,No OSV match on audit date; not a safety guarantee
Cargo.lock,foldhash,0.2.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,hashbrown@0.17.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,form_urlencoded,1.2.2,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-sigv4@1.5.1; axum@0.8.9; serde_urlencoded@0.7.1; url@2.5.8,,No OSV match on audit date; not a safety guarantee
Cargo.lock,fs_extra,1.3.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-lc-sys@0.44.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,futures,0.3.32,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-schema@0.16.2,,No OSV match on audit date; not a safety guarantee
Cargo.lock,futures-channel,0.3.32,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,futures@0.3.32; hyper-util@0.1.20; hyper@0.14.32; hyper@1.10.1; reqwest@0.12.28; reqwest@0.13.4; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6; sqlx-sqlite@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,futures-core,0.3.32,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,async-stream@0.3.6; aws-smithy-http@0.64.0; aws-smithy-types@1.6.2; axum-core@0.5.6; flume@0.11.1; futures-channel@0.3.32; futures-executor@0.3.32; futures-intrusive@0.5.0; futures-util@0.3.32; futures@0.3.32; h2@0.3.27; h2@0.4.19; http-body-util@0.1.3; hyper@0.14.32; hyper@1.10.1; reqwest@0.12.28; reqwest@0.13.4; sqlx-core@0.8.6; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6; sqlx-sqlite@0.8.6; sync_wrapper@1.0.2; tokio-stream@0.1.18; tokio-util@0.7.18; tower-http@0.6.11; tower@0.5.3,,No OSV match on audit date; not a safety guarantee
Cargo.lock,futures-executor,0.3.32,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx-sqlite@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,futures-intrusive,0.5.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx-core@0.8.6; sqlx-sqlite@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,futures-io,0.3.32,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,futures-util@0.3.32; futures@0.3.32; sqlx-core@0.8.6; sqlx-mysql@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,futures-macro,0.3.32,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,futures-util@0.3.32,,No OSV match on audit date; not a safety guarantee
Cargo.lock,futures-sink,0.3.32,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,flume@0.11.1; futures-channel@0.3.32; futures-util@0.3.32; futures@0.3.32; h2@0.3.27; h2@0.4.19; tokio-util@0.7.18,,No OSV match on audit date; not a safety guarantee
Cargo.lock,futures-task,0.3.32,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,futures-executor@0.3.32; futures-util@0.3.32; futures@0.3.32,,No OSV match on audit date; not a safety guarantee
Cargo.lock,futures-util,0.3.32,Keep,"Stream/future adapters in API and cache service, already default-features=false. Update patch; removing its direct declaration would not remove its framework consumers.",api@0.1.0; aws-smithy-async@1.3.0; aws-smithy-http@0.64.0; axum@0.8.9; futures-executor@0.3.32; futures@0.3.32; h2@0.3.27; hyper-rustls@0.24.2; hyper-util@0.1.20; hyper@0.14.32; js-sys@0.3.103; reqwest@0.12.28; reqwest@0.13.4; scope-cache-service@0.1.0; sea-orm@1.1.20; sqlx-core@0.8.6; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6; sqlx-sqlite@0.8.6; tower-http@0.6.11; tower@0.5.3; wasm-streams@0.4.2,,No OSV match on audit date; not a safety guarantee
Cargo.lock,generic-array,0.14.7,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aead@0.5.2; block-buffer@0.10.4; crypto-bigint@0.5.5; crypto-common@0.1.7; elliptic-curve@0.13.8; inout@0.1.4; sec1@0.7.3; sqlx-mysql@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,getrandom,0.2.17,Keep,"Operating-system randomness for IDs, nonces and credentials. Consider 0.4 with a full target-matrix check. Older copies remain through unrelated crypto crates, so do not claim complete deduplication.",jsonwebtoken@10.4.0; rand_core@0.6.4; ring@0.17.14,,No OSV match on audit date; not a safety guarantee
Cargo.lock,getrandom,0.3.4,Keep,"Operating-system randomness for IDs, nonces and credentials. Consider 0.4 with a full target-matrix check. Older copies remain through unrelated crypto crates, so do not claim complete deduplication.",api@0.1.0; quinn-proto@0.11.15; rand_core@0.9.5; scope-cache-service@0.1.0; scope-git-storage@0.1.0; scope-media-service@0.1.0; scope-media-storage@0.1.0; scope-media-worker@0.1.0; scope-object-store@0.1.0; tempfile@3.27.0; worker@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,getrandom,0.4.3,Keep,"Operating-system randomness for IDs, nonces and credentials. Consider 0.4 with a full target-matrix check. Older copies remain through unrelated crypto crates, so do not claim complete deduplication.",jobserver@0.1.35; uuid@1.23.4,,No OSV match on audit date; not a safety guarantee
Cargo.lock,glob,0.3.4,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-orm-cli@1.1.20,,No OSV match on audit date; not a safety guarantee
Cargo.lock,group,0.13.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,elliptic-curve@0.13.8,,No OSV match on audit date; not a safety guarantee
Cargo.lock,h2,0.3.27,Delete via feature cleanup,Temporary-manifest Cargo tree experiment removes this version when AWS legacy rustls features are disabled. Build/integration validation still required.,aws-smithy-http-client@1.4.0; hyper@0.14.32,RUSTSEC-2026-0258,Review affected use and update parent/lock
Cargo.lock,h2,0.4.19,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,aws-smithy-http-client@1.4.0; hyper@1.10.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,hashbrown,0.15.5,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,hashlink@0.10.0; sqlx-core@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,hashbrown,0.17.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,indexmap@2.14.0; lru@0.18.2,,No OSV match on audit date; not a safety guarantee
Cargo.lock,hashlink,0.10.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sqlx-core@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,heck,0.4.1,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,ouroboros_macro@0.18.5; sea-bae@0.2.2; sea-query-derive@0.4.3; sea-schema-derive@0.3.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,heck,0.5.0,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,sea-orm-macros@1.1.20; sqlx-macros-core@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,hex,0.4.3,Keep,"Used across domain, Git IDs and storage. A homegrown encoder is possible but provides negligible value and leaves transitive hex consumers.",api@0.1.0; aws-sdk-s3@1.144.0; aws-sigv4@1.5.1; aws-smithy-checksums@0.65.0; scope-cache-service@0.1.0; scope-domain@0.1.0; scope-git-storage@0.1.0; scope-git@0.1.0; scope-media-service@0.1.0; scope-media-storage@0.1.0; scope-media-worker@0.1.0; scope-object-store@0.1.0; scope-postgres@0.1.0; scope-runner-runtime@0.1.0; sqlx-macros-core@0.8.6; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6; worker@0.1.0,,No OSV match on audit date; not a safety guarantee
Cargo.lock,hkdf,0.12.4,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,elliptic-curve@0.13.8; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,hmac,0.12.1,Keep,Authenticates grants/derivations. Upgrade with sha2 and digest as a coordinated RustCrypto change. Do not implement the primitive yourself.,api@0.1.0; hkdf@0.12.4; jsonwebtoken@10.4.0; rfc6979@0.4.0; scope-git-storage@0.1.0; sqlx-mysql@0.8.6; sqlx-postgres@0.8.6,,No OSV match on audit date; not a safety guarantee
Cargo.lock,hmac,0.13.0,Keep,Authenticates grants/derivations. Upgrade with sha2 and digest as a coordinated RustCrypto change. Do not implement the primitive yourself.,aws-sdk-s3@1.144.0; aws-sigv4@1.5.1,,No OSV match on audit date; not a safety guarantee
Cargo.lock,home,0.5.12,Keep through owner,Lockfile dependency; evaluate through listed parents. Optional/target entries are not proof of production inclusion.,etcetera@0.8.0; sqlx-postgres@0.8.6,,No OSV match on audit date; not a safety guarantee
